Tilda UID;Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;Price Old;Editions;Modifications;External ID;Parent UID;Characteristics:Применение;Characteristics:Аналоги;Characteristics:Материал;Characteristics:d / l;Characteristics:lt;Characteristics:s;Characteristics:k;Characteristics:Привод;Characteristics:dk;Characteristics:lb;Characteristics:XX;Characteristics:1;Characteristics:Диаметр резьбы;Characteristics:L1 (длина кронштейна);Weight;Length;Width;Height;SEO title;SEO descr;SEO keywords;FB title;FB descr
280803773191;;DIN 933;DIN 933;Болты;DIN 933 Болт с шестигранной головкой (полная резьба);;DIN 933;https://static.tildacdn.com/stor3762-3330-4538-b132-663231386434/61745524.png;0;;;;;S2Hm11UAX5hKD3nc0CxB;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 933 Болт с шестигранной головкой (полная резьба);DIN 933A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
722624964621;;DIN 32501;DIN 32501;Шпильки;Шпилька приварная;;DIN 32501;https://static.tildacdn.com/stor3166-6365-4631-b933-316164353462/88160877.png;0;;;;;66uib80YcvFHOIJIuY7e;;;;A2;;;;;;;;;;;;0;0;0;0;Август | Купить Шпилька приварная;DIN 32501A2 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
731143271411;;DIN 913;DIN 913;Винты установочные;DIN 913 Винт установочный с плоским концом (внутренний шестигранник);DIN 913;DIN 913;https://static.tildacdn.com/stor6636-6538-4238-b766-353462656664/84260872.png;0;;;;;TxVAzGDt84iE0xAc3460;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 913 Винт установочный с плоским концом (внутренний шестигранник);DIN 913A2, A4,Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
778741350931;;DIN 914;DIN 914;Винты установочные;DIN 914 Винт установочный с острым концом (внутренний шестигранник);DIN 914;DIN 914;https://static.tildacdn.com/stor6432-3635-4035-b764-336437653566/19182905.png;0;;;;;mu01cnl5nEA41gt4FitM;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 914 Винт установочный с острым концом (внутренний шестигранник);DIN 914A2, A4,Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
489691258481;;DIN 915;DIN 915;Винты установочные;DIN 915 Винт установочный с цилиндрическим концом (цапфой), (внутренний шестигранник);DIN 915;DIN 915;https://static.tildacdn.com/stor6164-3561-4438-a632-326532376636/13443664.png;0;;;;;jM9AEGjS8E5T9TkPvouV;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 915 Винт установочный с цилиндрическим концом (цапфой), (внутренний шестигранник);DIN 915A2, A4,Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
565059995561;;DIN 934;DIN 934;Гайки;DIN 934 Гайка шестигранная;;DIN 934;https://static.tildacdn.com/stor3362-3836-4433-a130-393234313836/84922322.png;0;;;;;vEPJMJmpcnKl48CjUHgM;;;;А2, А4, Zn, DP;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 934 Гайка шестигранная;DIN 934А2, А4, Zn, DP | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
546329434861;;DIN 7337;;Заклепки;DIN 7337 Заклёпка вытяжная;;;https://static.tildacdn.com/stor6661-3633-4132-a666-333339616564/69910892.png;0;;;;;iOmLKCLGAfz85OOTvbJj;;;;A2/Al;;;;;;;;;;;;;;;;Август | Купить DIN 7337 Заклёпка вытяжная / 5,0х12 А2/А2- 5,0х12 А2/А2;| Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
566616434691;;DIN 985;DIN 985;Гайки;DIN 985 Гайка шестигранная самоконтрящаяся с нейлоновым кольцом;;DIN 985;https://static.tildacdn.com/stor3930-3231-4261-b632-623664313462/69096084.png;0;;;;;HG6z7aSxZ59xMjYDljRn;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 985 Гайка шестигранная самоконтрящаяся с нейлоновым кольцом;DIN 985А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
543673937391;;DIN 980;DIN 980;Гайки;DIN 980 Гайка шестигранная самоконтрящаяся;;DIN 980;https://static.tildacdn.com/stor6433-6365-4262-b534-336537373433/46350709.png;0;;;;;ALgZLJNEJRfB0XGjnRvh;;;;А2, А4, Zn.;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 980 Гайка шестигранная самоконтрящаяся;DIN 980А2, А4, Zn. | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
923598052631;;DIN 125;DIN 125 А;Шайбы;DIN 125 Шайба плоская, форма A;;DIN 125 А;https://static.tildacdn.com/stor6338-6464-4862-a239-383366613662/47935913.png;0;;;;;FgUBe8RakCzDFUSsAISC;;;;А2, А4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 125 Шайба плоская, форма A;DIN 125 АА2, А4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
958820353371;;DIN7991;;Винты;DIN 7991 Винт потайная головка с внутренним шестигранником;;;https://static.tildacdn.com/stor6136-3262-4564-a136-616232303237/70978998.png;0;;;;;F5rnSKNxDIerAphZL1nR;;Для крепления тяжело нагруженных узлов в основании витража.;нет аналогов;A2, DP;М6;;;3,72;SW4;13,44;18;;;;;0;0;0;0;Август | Купить DIN 7991 Винт потайная головка с внутренним шестигранником;А2, А4, DP | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
218890533871;;ККСУ-Н;;Кронштейны;Сварной кронштейн крепления стойки с одним болтокомплектом;;;https://static.tildacdn.com/stor6530-6435-4436-a538-343162396234/74299877.png;0;;;;;3zvcnbMeu5R0Pr58vAJn;;;нет аналогов;Цинк-ламельное покрытие DP, Полимерно-порошковое покрытие;;;;;;;;;;;110, 140, 170, 200, 235, 260, 285;0;0;0;0;Август | Купить Сварной кронштейн крепления стойки с одним болтокомплектом;| Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
574956349451;;ККСУ 1/2P - Н,;;Кронштейны;Кронштейн правый;;Коррозионная стойкость и отсутствие контактной коррозии.;https://static.tildacdn.com/stor3336-3639-4732-b833-313935633837/21994477.png;0;;;;;5cDASzJXTo4fjYdS8FFr;;Крепление стойки к монолитной плите;;Цинк-ламельное покрытие DP, Полимерно-порошковое покрытие;;;;;;;;;;;;0;0;0;0;Август | Купить Кронштейн правый;Коррозионная стойкость и отсутствие контактной коррозии. | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
503758018391;;ККСУ 1/2L - H;;Кронштейны;Кронштейн левый;;Коррозионная стойкость и отсутствие контактной коррозии.;https://static.tildacdn.com/stor6363-6635-4666-a531-656662653839/25579934.png;0;;;;;CotmpTIEHSz0ECjGEiJS;;;нет аналогов;Цинк-ламельное покрытие DP, Полимерно-порошковое покрытие;;;;;;;;;;;;0;0;0;0;Август | Купить Кронштейн левый;Коррозионная стойкость и отсутствие контактной коррозии. | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
325765353691;;;;Кронштейны;Дистанционная вставка;;;https://static.tildacdn.com/stor3536-3165-4531-b437-663834613034/92391139.png;0;;;;;TNXytX0Rhp2Sg6TJa4ny;;;нет аналогов;;;;;;;;;;;;;0;0;0;0;;;;;
165460909621;;;;Кронштейны;Болтокомплект;Комплект: втулка-1 шт, болт(933)-1 шт, шайба(9021)-2 шт, гровер(127)-1 шт, гайка(934)-1 шт.;;https://static.tildacdn.com/stor3830-3132-4631-b466-316339643233/23049851.png;0;;;;;3IRiN73m3UnZhCHgctPk;;;нет аналогов;A2, DP;;;;;;;;L1 (длина втулки);40-70;;;0;0;0;0;;;;;
896892887681;;ККСУ-Н;;Кронштейны;Сварной кронштейн крепления стойки с одним болтокомплектом;;;https://static.tildacdn.com/stor3262-6264-4533-a434-333938383366/86015125.png;0;;;;;Ft1M8kUx1kHre9cTrId5;;;нет аналогов;Цинк-ламельное покрытие DP, Полимерно-порошковое покрытие;;;;;;;;;;;110, 140, 170, 200, 235, 260, 285;0;0;0;0;;;;;
138610058041;;ККСУ - Н;;Кронштейны;Сварной кронштейн крепления стойки с двумя болтокомплектами;;;https://static.tildacdn.com/stor3034-3433-4261-b238-626634656534/63924882.png;0;;;;;L1e6bUPep7PACS2AFJMI;;;нет аналогов;Цинк-ламельное покрытие DP, Полимерно-порошковое покрытие;;;;;;;;;;;;0;0;0;0;Август | Купить Сварной кронштейн крепления стойки с двумя болтокомплектами;| Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
595039377411;;;;Кронштейны;Комплект крепления стойки;Комплект: втулка-1 шт,винт- 2 шт,шайба полиамид-2 шт;М8х50;https://static.tildacdn.com/stor6266-6362-4236-b935-393335636565/45618300.png;0;;;;;hJSBRn71pvMJiS7hjk3E;;;нет аналогов;A2, DP;;;;;;;;;;L1 (длина втулки);;0;0;0;0;;;;;
428050489331;;DIN 127;DIN127;Шайбы;DIN 127 шайба-гровер;DIN127;DIN127;https://static.tildacdn.com/stor6536-3238-4839-b235-393734306564/99955040.jpg;0;;;;;pCm7JaTS6ARO6peHFySu;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;;;;;
991900079781;;DIN 9021;DIN 9021;Шайбы;DIN 9021 Шайба увеличенная;;DIN 9021;https://static.tildacdn.com/stor3463-3530-4263-b662-373638663031/65028019.jpg;0;;;;;nlAIm504iLHYZHRnTm1c;;;;А2, А4, DP, Zn;;;;;;;;;;;;0;0;0;0;;;;;
973868138051;;АРТ 9081;АРТ 9081;Шайбы;арт. 9081 Шайба-розетка полнотелая;;АРТ 9081;https://static.tildacdn.com/stor3362-3438-4734-b165-663235343537/51175965.jpg;0;;;;;kf6omJXkyADpUCJNOZrd;;;;А1, А4;;;;;;;;;;;;0;0;0;0;Август | Купить арт. 9081 Шайба-розетка полнотелая;АРТ 9081 А1, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
190960286091;;DIN 6331;DIN 934;Гайки;DIN 6331 Гайка шестигранная с фланцем;;DIN 934;https://static.tildacdn.com/stor6330-6433-4661-b763-653530393337/73622005.png;0;;;;;2pbpZGGv4sakaeYJe9ic;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6331 Гайка шестигранная с фланцем;DIN 934А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
210003884871;;DIN 986;DIN 934;Гайки;DIN 986 Гайка колпачковая;;DIN 934;https://static.tildacdn.com/stor3930-6334-4234-b538-323633323666/81432153.jpg;0;;;;;OzMoRvNnplihboihhjRs;;;;А2, А4, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 986 Гайка колпачковая;DIN 934А2, А4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
135648488721;;DIN 975;DIN 975;Шпильки;DIN 975 Шпилька резьбовая;;DIN 975;https://static.tildacdn.com/stor3630-3064-4066-b037-383433353939/67791182.jpg;0;;;;;Hs52mN3ih18G3s2JUr2r;;;;А2, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 975 Шпилька резьбовая;DIN 975А2, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
920352420351;;DIN6334;DIN 6334;Гайки;DIN 6334 Гайка шестигранная высокая;;DIN 6334;https://static.tildacdn.com/stor6236-6262-4434-b962-303735306564/92695022.jpg;0;;;;;Xp3uI8RDdo8CODSBl9Mn;;;;А1, А4;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 6334 Гайка шестигранная высокая;DIN 6334А1, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
206337247251;;DIN 916;DIN 916;Винты установочные;DIN 916 Винт установочный с углублением;;DIN 916;https://static.tildacdn.com/stor6636-6538-4238-b766-353462656664/84260872.png;0;;;;;FejJuA7AFNOmo12zxYGb;;;;А1, А4;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 916 Винт установочный с углублением;DIN 916А1, А4 | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
857269847881;;DIN 963;;Винты;DIN 963 Винт потай, прямой шлиц;;;https://static.tildacdn.com/stor3238-3363-4762-a231-396362636133/14151060.jpg;0;;;;;0l8JtsGklBP6Ymup5xOF;;;;A2, A4, DP, Zn;;;;;;;;;;;;0;0;0;0;Август | Купить DIN 963 Винт потай, прямой шлиц;A2, A4, DP, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
484092742161;;DIN 964;;Винты;DIN 964 Винт полупотай, прямой шлиц;;;https://static.tildacdn.com/stor3134-3936-4661-a237-353263663362/58323245.jpg;0;;;;;ZgYuUKZlr5VRMAVjMYCz;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 964 Винт полупотай, прямой шлиц;A2, A4, Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
910331517981;;DIN 965;;Винты;DIN 965 Винт потай, форма H,Z;;;https://static.tildacdn.com/stor3366-3933-4632-b165-383230643235/30236746.jpg;0;;;;;Y6JyV1NUvFhbnIR5p67h;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 965 Винт потай, форма H,Z;A2, A4,Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
896977421591;;DIN 966;;Винты;DIN 966 Винт полупотай, форма H,Z;;;https://static.tildacdn.com/stor3731-6465-4236-a365-663164303133/70426405.png;0;;;;;CktauCdtVNO7nDA4anYv;;;;A2, A4, DP, Zn;;;;;;;;;;;;;;;;Август | Купить DIN 966 Винт полупотай, форма H,Z;A2, A4,Zn | Доставка 3 дня! ✆ +7 (343) 361 61-31 ✆ +7 (901) 220 02-65 ✆ +7 (902) 87-150-86 ЖМИТЕ!;Купить саморезы, болты, винты, гайки, заклепки, кронштейны, нагель, шайбы, шпильки, nord-lock, крепежи, крепежные изделия, metrix;;
